size_sqft,num_bedrooms,num_bathrooms,price
1442.3649777113537,3,2,445477.09414547513
1016.122102863557,3,3,297177.4367468246
1739.9714919984817,5,3,303078.8641542179
2112.3003329374787,2,3,312807.6471546276
1987.5047406789267,3,1,306882.75733047613
1414.6228516279168,3,2,325150.4238035902
2096.2904547399808,2,2,285198.31985069363
1559.4669828808446,3,2,369797.7303842823
1365.1656115527842,2,1,286829.8979227292
1254.6389345836242,2,1,359336.6238951735
1379.0121254047488,5,2,411663.4171714259
1344.7292725835084,4,1,298573.8578115356
1568.1664889501951,5,2,367663.00507875066
1564.229592419946,4,1,353549.55733419105
1501.2184080613658,4,3,455173.212933185
1674.7752678985398,4,3,289710.166109303
1976.2585099145365,3,2,367704.29700834706
1879.8216541765296,5,1,222439.33449340682
906.0408126200387,4,1,290248.49535579124
478.4315460392181,2,3,341203.57025581447
1873.7279644957096,3,3,403589.5981453869
953.2485206338316,5,1,246443.99810094782
1410.0938392429266,4,1,367165.4384444666
1031.9547895762562,2,1,316206.59261102247
779.2078249679921,5,1,228708.34079646124
1716.585091281915,5,1,330895.2107569274
1803.6620641210588,3,1,422549.67397869274
1269.3958397093122,5,2,252774.64040530298
463.583083142036,3,1,313403.737077789
1281.502220699007,4,3,260801.66092162603
1656.7216021610186,3,2,291885.02408539905
908.4353724903485,2,1,405930.208611478
1573.3439679116623,3,3,303708.53147051705
1493.8760603308017,2,2,404093.9442509196
1731.7165998404353,3,3,386543.2428758952
1547.8321473656613,5,1,298235.7251909331
1110.7724236473778,4,1,289844.03236362606
1978.6286006657965,2,1,266240.0715911299
1436.588170789212,3,1,264147.12834839575
1489.0781841960272,3,2,341192.4436704706
1126.6928163707216,3,2,318812.88108710205
1322.6870995233958,5,3,282583.6739042476
1146.0789143892396,5,1,227074.22467260328
1430.8215760306307,2,3,326370.7260693327
2184.6833920569375,2,2,291826.86925632
951.2395428274575,5,1,308282.13826507435
854.5754408493035,2,1,338279.7097218849
2088.4681309974435,4,2,169891.8283167282
1416.2705291392535,4,2,228003.52377745253
1232.3709045360333,5,2,457786.5846083113
1915.9618749584306,2,2,289603.36959802295
1257.7537841052545,3,2,168954.01385614826
2230.4038854187747,4,1,233003.58922902483
1771.1703485357075,5,2,469068.042118486
1304.835436741719,2,1,277820.1523838096
2362.9232853062013,5,1,389540.91469382937
1257.7140307986647,3,2,327267.0799002323
1796.8381488037228,4,2,290901.9777500617
1619.7170321625968,5,1,366526.7282457856
2020.6965157595191,5,2,176938.59947862272
2124.604478690741,5,2,233532.04280860384
1512.8016596263067,3,2,290458.93927162635
1198.6328518615267,5,3,239425.73610382352
1683.9888571756464,3,1,285153.3326897617
1228.9138520991576,3,3,371222.7827409697
2305.354899010649,3,2,327928.20328015886
1554.614132433095,4,3,399837.0221305754
1353.8713794751566,4,2,331722.51706110465
1573.8721223459634,5,3,379547.6498896716
961.1494841881214,5,2,316155.78199229017
1111.3543845957392,4,3,284583.47099841305
1980.16556317777,2,3,408834.0833325133
1237.2422884114417,4,3,277438.982723836
1081.2356069272241,3,1,340630.68938745797
1714.6611010109145,4,3,366133.8417934684
1974.2816618651987,3,1,370489.5622682514
1787.5813242660267,5,2,250073.43978679884
1898.4190743223267,2,3,383117.02434969594
1197.2819645722157,5,2,261262.6852335638
931.2757333032625,3,2,368642.21932099963
2100.5334607821947,3,3,352110.40826294594
1370.9280644631458,3,1,369117.8397067939
1399.6667934179811,2,3,247699.78873405835
2031.2776567396231,4,2,355275.7845640635
1722.492003760264,5,2,385135.6205844903
1682.355108832643,5,3,331603.74698970444
2366.0009379604335,4,1,270882.9992237254
1242.5927078479428,5,1,375184.8568596794
1871.136051232495,2,2,326835.17768604617
1522.8052499588339,5,2,219533.34417033824
1607.4369115453028,3,1,266228.6322610004
2111.3873705650126,4,3,288422.32812638156
1703.1343025158494,2,2,410349.0972583794
1715.318431619853,4,1,399810.9851783728
1929.0029349239207,2,2,399618.11186340055
1354.018908182846,3,3,333941.61666103196
1164.3161330643975,4,1,374815.687506752
1082.0763223915865,5,2,251553.23547884656
713.4573642495993,2,3,320408.18590356625
2322.4828519761286,4,2,347097.9620989758
1058.7166537113267,5,3,255506.0565614528
1411.4985505656912,4,3,332594.7253785122
1389.2746800444318,4,1,421198.35114826064
1622.9626791236403,4,3,353526.1870736376
1826.2948850157186,2,2,375052.7123998472
1844.189395343898,5,3,172855.58459406425
1266.7690245724245,3,3,413478.13094917545
1433.1513144854355,2,1,308832.6591348698
1613.0319801953199,2,3,273878.82115579746
1400.523549526581,2,3,309521.7288914042
2142.9382304079973,3,2,230898.67050314613
